strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/Reims/1624/2012,France,2012-10-22,EPI416270,B/Malaysia/2506/2004,2.1,2.03,2.76
B/Estonia/77361/2013,Estonia,2013-04-05,EPI467118,B/Malaysia/2506/2004,1.9,1.9,2.33
B/Jordan/30306/2013,Jordan,2013-04-25,EPI468060,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30266/2013,Jordan,2013-04-10,EPI468054,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30242/2013,Jordan,2013-03-31,EPI468046,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30306/2013,Jordan,2013-04-25,EPI468060,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30242/2013,Jordan,2013-03-31,EPI468046,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30242/2013,Jordan,2013-03-31,EPI468046,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30187/2013,Jordan,2013-03-11,EPI468044,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30244/2013,Jordan,2013-04-01,EPI468048,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/30250/2013,Jordan,2013-04-06,EPI468050,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Jordan/20440/2012,Jordan,2012-12-10,EPI417747,B/Malaysia/2506/2004,1.9,1.87,2.33
B/Switzerland/5867933/2012,Switzerland,2012-01-20,EPI357700,B/Malaysia/2506/2004,1.9,1.87,2.33
B/England/22/2013,United Kingdom,2013-01-02,EPI445935,B/Malaysia/2506/2004,2.2,2.19,2.33
B/Tbilisi/524/2013,Georgia Country,2013-02-20,EPI461926,B/Malaysia/2506/2004,1.9,1.84,1.47
B/Tbilisi/524/2013,Georgia Country,2013-02-20,EPI461926,B/Malaysia/2506/2004,1.9,1.84,1.47
B/Georgia/655/2012,U S A,2012-04-12,EPI387451,B/Malaysia/2506/2004,1.9,1.84,2.33
B/Tbilisi/524/2013,Georgia Country,2013-02-20,EPI461926,B/Malaysia/2506/2004,1.9,1.84,1.47
B/Kutaisi/384/2013,Georgia Country,2013-02-14,EPI461910,B/Malaysia/2506/2004,1.9,1.84,2.33
B/Kutaisi/384/2013,Georgia Country,2013-02-14,EPI461910,B/Malaysia/2506/2004,1.9,1.84,2.33
B/BuenosAires/R146/2012,Argentina,2012-07-01,EPI406240,B/Malaysia/2506/2004,2.2,2.13,2.33
B/Ozirgeti/542/2013,Georgia Country,2013-02-19,EPI461914,B/Malaysia/2506/2004,1.9,1.84,2.33
B/Ozirgeti/542/2013,Georgia Country,2013-02-19,EPI461914,B/Malaysia/2506/2004,1.9,1.84,2.33
B/BuenosAires/R146/2012,Argentina,2012-07-01,EPI406240,B/Malaysia/2506/2004,2.2,2.13,2.33
B/Milano/03/2012,Italy,2012-02-16,EPI387455,B/Malaysia/2506/2004,2.2,2.13,2.33
B/Norway/2429/2011,Norway,2011-12-14,EPI352436,B/Malaysia/2506/2004,2.2,2.13,2.33
B/Milano/03/2012,Italy,2012-02-16,EPI387455,B/Malaysia/2506/2004,2.2,2.13,2.33
B/Milano/03/2012,Italy,2012-02-16,EPI387455,B/Malaysia/2506/2004,2.2,2.13,2.33
B/Denmark/15/2012,Denmark,2012-04-16,EPI379916,B/Malaysia/2506/2004,2.5,2.48,2.33
B/Praha/52/2012,Czech Republic,2012-02-01,EPI377726,B/Malaysia/2506/2004,2.5,2.5,2.33
B/Vsetin/51/2012,Unknown,2012-10-01,EPI377722,B/Malaysia/2506/2004,2.5,2.5,2.33
B/Praha/90/2012,Czech Republic,2012-10-01,EPI377730,B/Malaysia/2506/2004,2.5,2.5,2.33
B/HongKong/3546/2012,Hong Kong,2012-05-13,EPI392585,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Austria/653113/2012,Austria,2012-01-01,EPI357732,B/Malaysia/2506/2004,2.2,2.17,2.33
B/HongKong/3546/2012,Hong Kong,2012-05-13,EPI392585,B/Malaysia/2506/2004,1.6,1.61,2.33
B/HongKong/3546/2012,Hong Kong,2012-05-13,EPI392585,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/Malaysia/2506/2004,2.2,2.22,2.33
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/Malaysia/2506/2004,2.2,2.22,2.33
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/Malaysia/2506/2004,2.2,2.22,2.33
B/Austria/723800/2013,Austria,2013-03-07,EPI467102,B/Malaysia/2506/2004,2.2,2.22,2.33
B/Switzerland/5632623/2011,Switzerland,2011-11-21,EPI357702,B/Malaysia/2506/2004,2.2,2.22,2.33
B/HongKong/6/2013,Hong Kong,2013-01-07,EPI431338,B/Malaysia/2506/2004,1.7,1.71,2.33
B/HongKong/6/2013,Hong Kong,2013-01-07,EPI431338,B/Malaysia/2506/2004,1.7,1.71,2.33
B/HongKong/6/2013,Hong Kong,2013-01-07,EPI431338,B/Malaysia/2506/2004,1.7,1.71,2.33
B/PaysdeLoire/1240/2012,France,2012-04-03,EPI392618,B/Malaysia/2506/2004,1.7,1.71,2.33
B/Trnava/783/2013,Slovakia,2013-03-05,EPI464785,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Trnava/783/2013,Slovakia,2013-03-05,EPI464785,B/Malaysia/2506/2004,1.6,1.61,2.33
B/HauteNormandie/1452/2013,France,2013-03-23,EPI465877,B/Malaysia/2506/2004,2.1,2.1,2.33
B/Lyon/2760/2012,France,2012-12-17,EPI416459,B/Malaysia/2506/2004,2.1,2.1,2.33
B/Lyon/2760/2012,France,2012-12-17,EPI416459,B/Malaysia/2506/2004,2.1,2.1,2.33
B/Ireland/00125/2013,Ireland,2013-01-03,EPI431342,B/Malaysia/2506/2004,1.6,1.61,2.33
B/SouthAustralia/81/2012,Australia,2012-11-28,EPI566499,B/Malaysia/2506/2004,1.6,1.61,2.33
B/SouthAustralia/81/2012,Australia,2012-11-28,EPI566499,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Firenze/3/2013,Italy,2013-01-21,EPI464733,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Firenze/3/2013,Italy,2013-01-21,EPI464733,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Firenze/3/2013,Italy,2013-01-21,EPI464733,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Praha/27/2012,Czech Republic,2012-10-01,EPI377724,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Praha/27/2012,Czech Republic,2012-10-01,EPI377724,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Praha/27/2012,Czech Republic,2012-10-01,EPI377724,B/Malaysia/2506/2004,1.6,1.61,2.33
B/Malta/MV636714/2011,Malta,2011-03-07,EPI346734,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Malta/MV636714/2011,Malta,2011-03-07,EPI346734,B/Malaysia/2506/2004,1.6,1.58,2.33
B/HongKong/762/2011,Hong Kong,2011-06-22,EPI334692,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Malta/MV636714/2011,Malta,2011-03-07,EPI346734,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Malmoe/2/2011,Sweden,2011-05-04,EPI326189,B/Malaysia/2506/2004,1.6,1.58,1.47
B/HongKong/767/2011,Hong Kong,2011-06-27,EPI334700,B/Malaysia/2506/2004,1.6,1.58,2.33
B/HongKong/767/2011,Hong Kong,2011-06-27,EPI334700,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Latvia/3-39620p/2011,Latvia,2011-03-16,EPI319371,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Latvia/3-39620p/2011,Latvia,2011-03-16,EPI319371,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Ireland/21653/2011,Ireland,2011-03-14,EPI326155,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Slovenia/955/2012,Slovenia,2012-03-26,EPI377682,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Maevatanana/5151/2012,Madagascar,2012-11-05,EPI438765,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Madagascar/01593/2012,Madagascar,2012-02-27,EPI392604,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Madagascar/01593/2012,Madagascar,2012-02-27,EPI392604,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Antsirabe/4171/2012,Madagascar,2012-07-31,EPI445917,B/Malaysia/2506/2004,2.2,2.15,2.62
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/Malaysia/2506/2004,2.1,2.05,2.33
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/Malaysia/2506/2004,2.1,2.05,2.33
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/Malaysia/2506/2004,2.1,2.05,2.33
B/Madagascar/01732/2012,Madagascar,2012-03-07,EPI392608,B/Malaysia/2506/2004,2.1,2.05,2.33
B/Malta/MV642476/2011,Malta,2011-04-02,EPI319388,B/Malaysia/2506/2004,1.6,1.58,2.33
B/Dakar/14/2012,Senegal,2012-04-11,EPI406244,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/14/2012,Senegal,2012-04-11,EPI406244,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/01/2012,Senegal,2012-04-12,EPI393560,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/01/2012,Senegal,2012-04-12,EPI393560,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/01/2012,Senegal,2012-04-12,EPI393560,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/04/2012,Senegal,2012-04-13,EPI393564,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/Malaysia/2506/2004,2.1,2.08,2.61
B/Dakar/06/2012,Senegal,2012-04-15,EPI393568,B/Malaysia/2506/2004,2.1,2.08,2.61
