strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/Switzerland/10294006/2014,Switzerland,2014-03-28,EPI530729,B/Shanghai/361/2002,2.1,1.73,2.74
B/Utah/09/2014,U S A,2014-05-29,EPI538119,B/Shanghai/361/2002,2.1,1.73,2.74
B/Sassari/9/2014,Italy,2014-02-13,EPI530725,B/Shanghai/361/2002,2.1,1.73,2.74
B/Sassari/9/2014,Italy,2014-02-13,EPI530725,B/Shanghai/361/2002,2.1,1.73,2.74
B/Sassari/9/2014,Italy,2014-02-13,EPI530725,B/Shanghai/361/2002,2.1,1.73,2.74
B/Utah/09/2014,U S A,2014-05-29,EPI538119,B/Shanghai/361/2002,2.1,1.73,2.74
B/Utah/09/2014,U S A,2014-05-29,EPI538119,B/Shanghai/361/2002,2.1,1.73,2.74
B/Sarajevo/513/2013,Bosnia Herzegovina,2013-12-18,EPI502602,B/Shanghai/361/2002,2.1,1.73,2.74
B/Lyon/3021/2013,France,2013-12-16,EPI502573,B/Shanghai/361/2002,2.1,1.73,2.74
B/Catalonia/2151450NS/2014,Spain,2014-01-21,EPI515259,B/Shanghai/361/2002,2.1,1.73,2.74
B/FrancheComte/2166/2013,France,2013-11-04,EPI500355,B/Shanghai/361/2002,2.1,1.73,2.74
B/FrancheComte/2166/2013,France,2013-11-04,EPI500355,B/Shanghai/361/2002,2.1,1.73,2.74
B/FrancheComte/2166/2013,France,2013-11-04,EPI500355,B/Shanghai/361/2002,2.1,1.73,2.74
B/Blida/143/2012,Algeria,2012-11-23,EPI431322,B/Shanghai/361/2002,2.1,1.73,2.74
B/FrancheComte/2166/2013,France,2013-11-04,EPI500355,B/Shanghai/361/2002,2.1,1.73,2.74
B/Lisboa/9/2014,Portugal,2014-12-17,EPI558611,B/Shanghai/361/2002,2.1,1.74,2.39
B/Switzerland/016/2014,Switzerland,2014-12-16,EPI557956,B/Shanghai/361/2002,2.1,1.74,2.39
B/Switzerland/016/2014,Switzerland,2014-12-16,EPI557956,B/Shanghai/361/2002,2.1,1.74,2.39
B/Switzerland/016/2014,Switzerland,2014-12-16,EPI557956,B/Shanghai/361/2002,2.1,1.74,2.39
B/Ghana/DILI-15-0011/2015,Ghana,2015-01-06,EPI574770,B/Shanghai/361/2002,3.0,2.71,2.39
B/Dnipro/177/2014,Ukraine,2014-02-12,EPI530709,B/Shanghai/361/2002,3.0,2.71,2.39
B/Ukraine/6068/2014,Ukraine,2014-02-26,EPI533082,B/Shanghai/361/2002,3.0,2.71,2.39
B/Ukraine/6068/2014,Ukraine,2014-02-26,EPI533082,B/Shanghai/361/2002,3.0,2.71,2.39
B/Ukraine/6068/2014,Ukraine,2014-02-26,EPI533082,B/Shanghai/361/2002,3.0,2.71,2.39
B/Georgia/687/2014,U S A,2014-03-28,EPI530719,B/Shanghai/361/2002,3.0,2.71,2.39
B/Georgia/687/2014,U S A,2014-03-28,EPI530719,B/Shanghai/361/2002,3.0,2.71,2.39
B/Georgia/687/2014,U S A,2014-03-28,EPI530719,B/Shanghai/361/2002,3.0,2.71,2.39
B/Zambia/04-306/2014,Zambia,2014-12-11,EPI562370,B/Shanghai/361/2002,2.1,1.73,2.39
B/Zambia/06-051/2014,Zambia,2014-10-29,EPI562374,B/Shanghai/361/2002,2.1,1.73,2.39
B/Zambia/04-309/2014,Zambia,2014-11-15,EPI562372,B/Shanghai/361/2002,2.1,1.73,2.39
B/Zambia/04-309/2014,Zambia,2014-11-15,EPI562372,B/Shanghai/361/2002,2.1,1.73,2.39
B/Malatya/301/2014,Turkey,2014-01-16,EPI515279,B/Shanghai/361/2002,2.1,1.73,2.39
B/HYOGO/4002/2012,Japan,2012-12-11,EPI413191,B/Shanghai/361/2002,2.1,1.73,2.74
B/HYOGO/4002/2012,Japan,2012-12-11,EPI413191,B/Shanghai/361/2002,2.1,1.73,2.74
B/Guangdong-Xinxin/1823/2014,China,2014-10-08,EPI562692,B/Shanghai/361/2002,2.1,1.73,2.39
B/HYOGO/4002/2012,Japan,2012-12-11,EPI413191,B/Shanghai/361/2002,2.1,1.73,2.74
B/Estonia/74419/2013,Estonia,2013-01-10,EPI431328,B/Shanghai/361/2002,2.1,1.73,2.74
B/Estonia/74419/2013,Estonia,2013-01-10,EPI431328,B/Shanghai/361/2002,2.1,1.73,2.74
B/Estonia/74419/2013,Estonia,2013-01-10,EPI431328,B/Shanghai/361/2002,2.1,1.73,2.74
B/Slovenia/312/2013,Slovenia,2013-01-22,EPI460620,B/Shanghai/361/2002,2.1,1.73,2.74
B/Stockholm/14/2012,Sweden,2012-11-04,EPI408083,B/Shanghai/361/2002,2.8,2.5,2.74
B/Stockholm/14/2012,Sweden,2012-11-04,EPI408083,B/Shanghai/361/2002,2.8,2.5,2.74
B/Taiwan/1367/2012,Taiwan,2012-04-27,EPI387708,B/Shanghai/361/2002,1.9,1.61,2.74
B/Taiwan/1367/2012,Taiwan,2012-04-27,EPI387708,B/Shanghai/361/2002,1.9,1.61,2.74
B/HongKong/3585/2012,Hong Kong,2012-06-24,EPI392597,B/Shanghai/361/2002,1.9,1.61,2.74
B/Johannesburg/3559/2012,South Africa,2012-06-22,EPI406266,B/Shanghai/361/2002,1.9,1.61,2.74
B/HongKong/432/2013,Hong Kong,2013-12-11,EPI500359,B/Shanghai/361/2002,3.2,2.84,2.74
B/Henan-Nanzhaoling/1406/2013,China,2013-11-02,EPI511862,B/Shanghai/361/2002,3.2,2.84,2.74
B/HongKong/424/2013,Hong Kong,2013-12-10,EPI500357,B/Shanghai/361/2002,3.2,2.84,2.74
B/Shandong-Mudan/1374/2013,China,2013-11-03,EPI499098,B/Shanghai/361/2002,2.3,1.92,2.74
B/Guangxi-Xixiangtang/1311/2013,China,2013-06-17,EPI482855,B/Shanghai/361/2002,2.3,1.92,2.74
B/Novosibirsk/1/2012,Russia,2012-02-14,EPI368752,B/Shanghai/361/2002,1.9,1.61,2.74
B/Antananarivo/5020/2012,Madagascar,2012-10-23,EPI438731,B/Shanghai/361/2002,1.9,1.61,2.74
B/Antananarivo/5020/2012,Madagascar,2012-10-23,EPI438731,B/Shanghai/361/2002,1.9,1.61,2.74
B/Novosibirsk/1/2012,Russia,2012-02-14,EPI368752,B/Shanghai/361/2002,1.9,1.61,2.74
B/Novosibirsk/1/2012,Russia,2012-02-14,EPI368752,B/Shanghai/361/2002,1.9,1.61,2.74
B/Antsirabe/5074/2012,Madagascar,2012-10-23,EPI438733,B/Shanghai/361/2002,1.9,1.57,2.74
B/Novosibirsk/1/2012,Russia,2012-02-14,EPI368752,B/Shanghai/361/2002,1.9,1.61,2.74
B/Latvia/12-32427p/2012,Latvia,2012-12-03,EPI431354,B/Shanghai/361/2002,1.9,1.57,2.74
B/Moramanga/4761/2012,Madagascar,2012-09-26,EPI445961,B/Shanghai/361/2002,1.9,1.57,2.74
B/Moramanga/4761/2012,Madagascar,2012-09-26,EPI445961,B/Shanghai/361/2002,1.9,1.57,2.74
B/Moramanga/4761/2012,Madagascar,2012-09-26,EPI445961,B/Shanghai/361/2002,1.9,1.57,2.74
B/Latvia/12-32427p/2012,Latvia,2012-12-03,EPI431354,B/Shanghai/361/2002,1.9,1.57,2.74
B/Estonia/67205/2012,Estonia,2012-04-09,EPI377692,B/Shanghai/361/2002,2.1,1.77,2.56
B/England/267/2012,United Kingdom,2012-02-22,EPI377702,B/Shanghai/361/2002,2.1,1.77,2.56
B/Denmark/8/2012,Denmark,2012-02-29,EPI379922,B/Shanghai/361/2002,2.1,1.77,2.56
B/Denmark/8/2012,Denmark,2012-02-29,EPI379922,B/Shanghai/361/2002,2.1,1.77,2.56
B/Berlin/147/2011,Germany,2011-12-01,EPI352423,B/Shanghai/361/2002,1.7,1.4,2.56
B/Sichuan-Anyue/139/2011,China,2011-03-02,EPI319624,B/Shanghai/361/2002,1.7,1.4,2.56
B/Sichuan-Anyue/139/2011,China,2011-03-02,EPI319624,B/Shanghai/361/2002,1.7,1.4,2.56
B/HongKong/765/2011,Hong Kong,2011-06-23,EPI334684,B/Shanghai/361/2002,1.7,1.4,2.88
B/HongKong/398/2010,Hong Kong,2010-03-09,EPI271895,B/Shanghai/361/2002,1.7,1.4,2.35
B/Fujian-Cangshan/1194/2010,China,2010-05-10,EPI293680,B/Shanghai/361/2002,1.7,1.4,2.35
B/HongKong/1895/2010,Hong Kong,2010-07-16,EPI279875,B/Shanghai/361/2002,1.9,1.55,2.35
B/Ghana/FS-2112/2010,Ghana,2010-04-07,EPI271909,B/Shanghai/361/2002,1.9,1.55,2.35
B/TAIWAN/29/2009,Taiwan,2009-04-09,EPI228215,B/Shanghai/361/2002,1.7,1.4,2.35
B/DAKAR/02/2014,Senegal,2014-09-29,EPI562334,B/Shanghai/361/2002,2.5,2.21,2.47
B/Norway/3044/2013,Norway,2013-11-03,EPI493618,B/Shanghai/361/2002,2.5,2.21,2.79
B/Belgium/G901/2012,Belgium,2012-11-28,EPI431316,B/Shanghai/361/2002,2.5,2.21,2.47
B/Norway/3044/2013,Norway,2013-11-03,EPI493618,B/Shanghai/361/2002,2.5,2.21,2.79
B/Switzerland/7659215/2012,Switzerland,2012-12-21,EPI438788,B/Shanghai/361/2002,2.5,2.21,2.47
B/Ghana/ARI1648/2012,Ghana,2012-08-30,EPI417741,B/Shanghai/361/2002,2.5,2.21,2.47
B/Ghana/ARI1648/2012,Ghana,2012-08-30,EPI417741,B/Shanghai/361/2002,2.5,2.21,2.47
B/Ghana/ARI1648/2012,Ghana,2012-08-30,EPI417741,B/Shanghai/361/2002,2.5,2.21,2.47
B/Ghana/ARI1648/2012,Ghana,2012-08-30,EPI417741,B/Shanghai/361/2002,2.5,2.21,2.47
B/Ghana/FS-12-831/2012,Ghana,2012-06-26,EPI392571,B/Shanghai/361/2002,2.4,2.08,2.47
B/Israel/20/2011,Israel,2011-12-20,EPI352844,B/Shanghai/361/2002,2.4,2.08,2.47
B/Yopougon/GR882/2011,Ivory Coast,2011-09-23,EPI352425,B/Shanghai/361/2002,2.4,2.08,2.47
B/Yopougon/GR882/2011,Ivory Coast,2011-09-23,EPI352425,B/Shanghai/361/2002,2.4,2.08,2.47
B/Dakar/08/2011,Senegal,2011-09-16,EPI357722,B/Shanghai/361/2002,2.4,2.08,2.47
B/Yopougon/GR882/2011,Ivory Coast,2011-09-23,EPI352425,B/Shanghai/361/2002,2.4,2.08,2.47
B/Dakar/08/2011,Senegal,2011-09-16,EPI357722,B/Shanghai/361/2002,2.4,2.08,2.47
B/Dakar/08/2011,Senegal,2011-09-16,EPI357722,B/Shanghai/361/2002,2.4,2.08,2.47
B/Ghana/FS-11-1994/2011,Ghana,2011-11-24,EPI352451,B/Shanghai/361/2002,2.4,2.08,2.47
B/Ghana/FS-11-1994/2011,Ghana,2011-11-24,EPI352451,B/Shanghai/361/2002,2.4,2.08,2.47
B/Cameroon/13V-013/2012,Cameroon,2012-12-20,EPI438761,B/Shanghai/361/2002,2.5,2.14,2.12
B/Cameroon/12V-5783/2012,Cameroon,2012-11-26,EPI445927,B/Shanghai/361/2002,2.5,2.14,2.12
B/Cameroon/12V-6088/2012,Cameroon,2012-12-04,EPI438753,B/Shanghai/361/2002,2.5,2.14,2.12
B/Cameroon/12V-6088/2012,Cameroon,2012-12-04,EPI438753,B/Shanghai/361/2002,2.5,2.14,2.12
B/Cameroon/12V-6088/2012,Cameroon,2012-12-04,EPI438753,B/Shanghai/361/2002,2.5,2.14,2.12
B/Cameroon/12V-6088/2012,Cameroon,2012-12-04,EPI438753,B/Shanghai/361/2002,2.5,2.14,2.12
B/Moscow/93/2012,Russia,2012-11-22,EPI450717,B/Shanghai/361/2002,2.5,2.14,2.12
B/Moscow/93/2012,Russia,2012-11-22,EPI450717,B/Shanghai/361/2002,2.5,2.14,2.12
B/PaisVasco/284/2012,Spain,2012-11-07,EPI431384,B/Shanghai/361/2002,1.9,1.56,2.12
B/Cameroon/12V-5637/2012,Cameroon,2012-11-19,EPI438751,B/Shanghai/361/2002,2.3,1.92,2.12
B/Cameroon/13V-015/2013,Cameroon,2012-12-27,EPI477343,B/Shanghai/361/2002,2.3,1.92,2.12
B/Stockholm/12-00971/2012,Sweden,2012-01-08,EPI357728,B/Shanghai/361/2002,2.3,1.92,2.12
B/Stockholm/12-00971/2012,Sweden,2012-01-08,EPI357728,B/Shanghai/361/2002,2.3,1.92,2.12
B/Stockholm/12-00971/2012,Sweden,2012-01-08,EPI357728,B/Shanghai/361/2002,2.3,1.92,2.12
B/Milano/36/2012,Italy,2012-12-04,EPI431362,B/Shanghai/361/2002,1.9,1.56,2.12
B/Netherlands/707/2011,Netherlands,2011-11-29,EPI352413,B/Shanghai/361/2002,1.9,1.56,2.12
B/Milano/16/2012,Italy,2012-03-07,EPI387459,B/Shanghai/361/2002,3.1,2.76,2.12
B/Milano/16/2012,Italy,2012-03-07,EPI387459,B/Shanghai/361/2002,3.1,2.76,2.12
B/Netherlands/707/2011,Netherlands,2011-11-29,EPI352413,B/Shanghai/361/2002,1.9,1.56,2.12
B/Netherlands/707/2011,Netherlands,2011-11-29,EPI352413,B/Shanghai/361/2002,1.9,1.56,2.12
B/Catalonia/S4125/2011,Spain,2011-11-16,EPI345996,B/Shanghai/361/2002,1.9,1.56,2.12
B/Catalonia/S4125/2011,Spain,2011-11-16,EPI345996,B/Shanghai/361/2002,1.9,1.56,2.12
B/HongKong/1127/2011,Hong Kong,2011-10-12,EPI352429,B/Shanghai/361/2002,1.9,1.56,2.12
B/HongKong/1127/2011,Hong Kong,2011-10-12,EPI352429,B/Shanghai/361/2002,1.9,1.56,2.12
B/HongKong/1127/2011,Hong Kong,2011-10-12,EPI352429,B/Shanghai/361/2002,1.9,1.56,2.12
B/HongKong/1127/2011,Hong Kong,2011-10-12,EPI352429,B/Shanghai/361/2002,1.9,1.56,2.12
B/Johannesburg/5564/2012,South Africa,2012-06-25,EPI406274,B/Shanghai/361/2002,1.9,1.56,2.12
B/Lyon/68/2011,France,2011-01-05,EPI319381,B/Shanghai/361/2002,1.9,1.56,2.12
B/Lyon/68/2011,France,2011-01-05,EPI319381,B/Shanghai/361/2002,1.9,1.56,2.12
B/Lyon/68/2011,France,2011-01-05,EPI319381,B/Shanghai/361/2002,1.9,1.56,2.12
B/Lyon/68/2011,France,2011-01-05,EPI319381,B/Shanghai/361/2002,1.9,1.56,2.12
B/Lyon/68/2011,France,2011-01-05,EPI319381,B/Shanghai/361/2002,1.9,1.56,2.12
B/Stockholm/12/2011,Sweden,2011-02-28,EPI319558,B/Shanghai/361/2002,1.9,1.56,2.12
B/Stockholm/12/2011,Sweden,2011-02-28,EPI319558,B/Shanghai/361/2002,1.9,1.56,2.12
B/Stockholm/12/2011,Sweden,2011-02-28,EPI319558,B/Shanghai/361/2002,1.9,1.56,2.12
B/Stockholm/12/2011,Sweden,2011-02-28,EPI319558,B/Shanghai/361/2002,1.9,1.56,2.12
B/Paris/1850/2010,France,2010-11-29,EPI305413,B/Shanghai/361/2002,1.9,1.56,2.01
B/NewYork/1241/2010,U S A,2010-08-01,EPI519427,B/Shanghai/361/2002,1.9,1.56,2.01
B/NewYork/1241/2010,U S A,2010-08-01,EPI519427,B/Shanghai/361/2002,1.9,1.56,2.01
B/Berlin/2/2010,Germany,2010-12-28,EPI305375,B/Shanghai/361/2002,1.9,1.56,2.01
B/Berlin/2/2010,Germany,2010-12-28,EPI305375,B/Shanghai/361/2002,1.9,1.56,2.01
B/Norway/1165/2012,Norway,2012-04-06,EPI406311,B/Shanghai/361/2002,1.9,1.56,2.9
